TITLE,CATEGORY,URL,MAIN CONTENT,STATUS,Update-document
"Video Sunlight Setting",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=ehSDdWIa3SQ,"Chào mừng quý khách đến với hướng dẫn chuyên sâu về việc tối ưu hóa ánh sáng và kết xuất hình ảnh trong Jega Việt Nam! 

Với video này, Jega Việt Nam sẽ cùng quý khách khám phá các cài đặt nâng cao trong phần ""Advanced Setting"" để đạt được hiệu ứng ánh sáng chân thực và ấn tượng nhất cho không gian nội thất của mình. Từ việc điều chỉnh độ sáng, nhiệt độ màu, cho đến mô phỏng ánh sáng mặt trời theo thời gian thực, mọi chi tiết đều được hướng dẫn chi tiết để quý khách có thể tự tin tạo ra những bản thiết kế đẳng cấp và chuyên nghiệp.

- **00:00**: Hướng dẫn sử dụng tính năng ""Fill light"" và ""Filling plate"" trong phần cài đặt ánh sáng nâng cao (""Advanced Illumination"").
- **00:01**: Giải thích cách điều chỉnh thông số ""Global"" bao gồm ""Exposure"", ""Brightness"", và ""Temperature"" để kiểm soát ánh sáng tổng thể.
- **00:02**: Hướng dẫn cài đặt ánh sáng mặt trời (""Sunlight"") theo thời gian và hướng trong phần ""Camera setting"".
- **00:03**: Minh họa cách thay đổi hướng nắng từ Đông sang Tây và điều chỉnh thời gian trong ngày để mô phỏng hiệu ứng ánh sáng khác nhau.
- **00:04**: Giải thích về các tùy chọn trong ""Render Setting"", bao gồm ""Resolution"" (độ phân giải) và các chế độ render khác nhau như ""Quick"", ""Standard"", và ""High"" để tối ưu hóa chất lượng hình ảnh.",Completed,Completed
"Video Ceiling Demo - JEGA CLOUD DESIGN",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=PDUEWdRAIyY,"Kính chào Quý khách hàng,

Jega Việt Nam tự hào mang đến giải pháp thiết kế trần nhà nội thất với phần mềm thông minh, giúp Quý vị dễ dàng tạo ra những mẫu trần thạch cao độc đáo, chuyên nghiệp và đầy tính thẩm mỹ. Video này sẽ hướng dẫn chi tiết cách sử dụng các tính năng vượt trội của phần mềm để thiết kế trần nhà, bao gồm:

- **00:00**: Điều chỉnh kích thước và hình dạng của trần thạch cao.
- **00:01**: Lựa chọn và tùy chỉnh các mẫu phào chỉ (molding) từ thư viện.
- **00:02**: Thêm đèn LED hắt khe (light strip) vào phào chỉ và điều chỉnh các thông số như độ rộng khe đèn, chiều cao khe đèn và cường độ ánh sáng.
- **00:04**: Tùy chỉnh các góc bo tròn (chamfer) của trần.
- **00:05**: Thay đổi hình dạng của trần thạch cao.

Với Jega Việt Nam, việc thiết kế trần nhà chưa bao giờ dễ dàng và trực quan đến thế. Chúng tôi tin rằng phần mềm này sẽ là công cụ đắc lực giúp Quý vị hiện thực hóa mọi ý tưởng thiết kế, mang lại không gian sống hoàn hảo và độc đáo cho khách hàng của mình.",Completed,Completed
"Video Free Modeling Demo - JEGA CLOUD DESIGN",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=wyS2U5sYTpk,"Chào mừng quý khách đến với Jega Việt Nam! Video này sẽ hướng dẫn quý khách cách tạo mái nhà cơ bản và thực hiện các thao tác xoay, di chuyển mô hình để có cái nhìn tổng quan trong phần mềm thiết kế 3D. Chúng tôi tin rằng những hướng dẫn chi tiết này sẽ giúp quý khách dễ dàng hơn trong việc hiện thực hóa ý tưởng thiết kế nội thất của mình.

- **00:00**: Hướng dẫn cách tạo mái nhà.
- **00:01**: Cách di chuyển đường thẳng và điểm giữa.
- **00:03**: Cách tạo hình khối mái nhà.
- **00:04**: Thao tác xoay mô hình để quan sát từ nhiều góc độ.",Completed,Completed
"JEGA CLOUD DESIGN Demo",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=mxz4t9j096s,"Jega Việt Nam hân hạnh giới thiệu một video ngắn gọn nhưng đầy đủ về các tính năng vượt trội của công cụ thiết kế nội thất. Với Jega, việc tạo ra những không gian sống và làm việc mơ ước trở nên dễ dàng và nhanh chóng hơn bao giờ hết, từ việc lên mặt bằng 2D đến thiết kế 3D chân thực và tùy chỉnh từng chi tiết nhỏ.

Dưới đây là tổng hợp các ý chính trong video, giúp bạn dễ dàng theo dõi và khám phá các tính năng nổi bật:

- **00:00**: Tạo mặt bằng 2D - Tính năng giúp bạn dễ dàng phác thảo và chỉnh sửa mặt bằng không gian một cách trực quan và chính xác.
- **00:04**: Thiết kế 3D - Khả năng biến mặt bằng 2D thành không gian 3D sống động, cho phép bạn hình dung rõ ràng hơn về dự án của mình.
- **00:10**: Tùy chỉnh chi tiết - Tính năng cho phép bạn tùy chỉnh vật liệu và màu sắc cho từng vật dụng, giúp bạn hiện thực hóa mọi ý tưởng thiết kế.
- **00:13**: Tùy chỉnh tủ/kệ lưu trữ - Dễ dàng tùy chỉnh và sắp xếp các hệ thống tủ và kệ, tối ưu hóa không gian lưu trữ cho căn bếp hoặc bất kỳ khu vực nào khác.
- **00:16**: Tùy chỉnh vật liệu - Khám phá thư viện vật liệu đa dạng và áp dụng chúng vào các bề mặt như tường, sàn, tạo nên phong cách độc đáo cho không gian.
- **00:20**: Tùy chỉnh trần nhà - Thiết kế và tùy chỉnh các kiểu trần nhà khác nhau, từ trần phẳng đến các họa tiết trang trí phức tạp, thêm điểm nhấn cho không gian.
- **00:30**: Render 4K trong vài phút - Trải nghiệm khả năng render hình ảnh 4K chất lượng cao chỉ trong vài phút, mang lại cái nhìn chân thực nhất về thiết kế của bạn.
- **00:43**: Chỉnh sửa không gian tương tác - Khám phá và tương tác với không gian 3D, thử nghiệm các tùy chọn thiết kế khác nhau để tìm ra lựa chọn hoàn hảo.",Completed,Completed
"Video Kitchen Demo - JEGA CLOUD DESIGN",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=Wf-EdGoAZ1c,"Chào mừng bạn đến với Jega Việt Nam!

Video này giới thiệu một giải pháp đột phá trong thiết kế nội thất nhà bếp thông qua việc sử dụng phần mềm mô phỏng 3D hiện đại. Dengan công cụ này, bạn có thể dễ dàng biến ý tưởng thành hiện thực, từ việc bố trí các tủ bếp, kệ đến việc chọn lựa các thiết bị gia dụng như bếp từ, máy hút mùi và vòi rửa. Phần mềm cho phép bạn điều chỉnh kích thước, màu sắc và chất liệu của từng món đồ, giúp bạn hình dung rõ ràng không gian bếp mơ ước của mình trước khi bắt tay vào thi công.

Hãy cùng khám phá những tính năng nổi bật của giải pháp này:

- **00:00**: Hướng dẫn thêm và tùy chỉnh tủ bếp cơ bản.
- **00:03**: Lắp đặt chậu rửa và vòi nước.
- **00:06**: Bổ sung bếp từ và máy hút mùi.
- **00:09**: Hoàn thiện với tủ bếp trên và các phụ kiện trang trí.
- **00:12**: Xem trước thiết kế hoàn chỉnh.
- **00:18**: Thành phẩm sau khi hoàn thiện.",Completed,Completed
"Video Tiling Demo - JEGA CLOUD DESIGN",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=FMGXW6RWsy0,"Jega Việt Nam hân hạnh giới thiệu video hướng dẫn tùy chỉnh và thiết kế sàn nhà chuyên nghiệp, trực quan bằng phần mềm của chúng tôi. Video này sẽ trình bày cách bạn có thể dễ dàng tạo ra những mẫu sàn độc đáo, từ việc lựa chọn gạch cơ bản đến áp dụng các họa tiết phức tạp và hoa văn waterjet, đồng thời tích hợp trực tiếp vào thiết kế tổng thể của không gian.

- **00:00**: Hướng dẫn tùy chỉnh sàn nhà và áp dụng các kiểu gạch lát khác nhau, bao gồm gạch đơn, gạch đôi, gạch đa dạng và gạch sóng.
- **00:01**: Cách áp dụng các mẫu gạch có sẵn (scheme) vào khu vực lát gạch, giúp nhanh chóng thay đổi phong cách tổng thể.
- **00:03**: Lựa chọn và áp dụng các hoa văn waterjet từ thư viện để tạo điểm nhấn nghệ thuật cho sàn nhà.
- **00:05**: Chỉnh sửa kích thước và vị trí của hoa văn waterjet trên bản vẽ để phù hợp với không gian.
- **00:06**: Thay đổi vật liệu của hoa văn waterjet để tùy chỉnh giao diện và tải xuống file CAD của hoa văn.
- **00:08**: Xóa bỏ gạch đã áp dụng và tùy chỉnh các vật liệu đường nối gạch để hoàn thiện thiết kế.
- **00:10**: Chuyển đổi giữa chế độ xem 2D, 3D và Roam (đi bộ ảo) để kiểm tra thiết kế từ nhiều góc độ khác nhau.
- **00:12**: Tùy chỉnh các yếu tố nội thất khác như trần nhà, hệ thống tủ bếp, tủ quần áo, phòng tắm và cửa/cửa sổ để đồng bộ với thiết kế sàn.
- **00:13**: Bổ sung nội thất và ánh sáng vào không gian để hoàn thiện cảnh quan và tạo ra bản xem trước sống động.",Completed,Completed
"Video Wardrobe Demo - JEGA CLOUD DESIGN",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=MPs2iJe8HE0,"Jega Việt Nam hân hạnh giới thiệu quy trình thiết kế tủ quần áo tùy chỉnh chuyên nghiệp của chúng tôi, giúp bạn dễ dàng tạo ra không gian lưu trữ hoàn hảo. Video này sẽ hướng dẫn bạn cách sử dụng công cụ thiết kế của chúng tôi để tùy chỉnh kích thước, thêm các modul và hoàn thiện tủ quần áo, mang đến giải pháp tối ưu cho mọi không gian nội thất.

- **00:00**: Điều chỉnh kích thước tổng thể của tủ quần áo theo không gian của bạn.
- **00:03**: Thêm các modul tủ cơ bản và các tấm bên hông để định hình cấu trúc chính.
- **00:04**: Tùy chỉnh kích thước từng modul và tấm bên hông để phù hợp với nhu cầu lưu trữ.
- **00:07**: Thêm các tấm phân chia bên trong tủ để tạo ra các ngăn chứa riêng biệt.
- **00:09**: Xem trước thành quả thiết kế tủ quần áo của bạn trong không gian 3D hoàn chỉnh.",Completed,Completed
"Video Demo Thiết Kế Cửa Sổ Nhôm",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=0tVpcJboeGc,"Jega Việt Nam là giải pháp toàn diện cho ngành nội thất, cung cấp hệ sinh thái kỹ thuật số và chuỗi cung ứng tối ưu. Video này giới thiệu khả năng tùy chỉnh cửa sổ nhôm và thiết kế nội thất sân vườn, giúp bạn dễ dàng hiện thực hóa mọi ý tưởng thiết kế.

- **00:09**: Tải sơ đồ mặt bằng CAD, giúp bạn dễ dàng đưa bản vẽ hiện có vào phần mềm để bắt đầu thiết kế.
- **00:17**: Thiết kế tham số, cho phép bạn điều chỉnh kích thước, vị trí và kiểu dáng của cửa sổ nhôm một cách linh hoạt, cũng như thay đổi vật liệu để phù hợp với phong cách mong muốn.
- **00:32**: Tùy do thiết kế cửa sổ hình vòm (Arched Window Ferrly), cung cấp sự linh hoạt trong việc tạo ra các thiết kế cửa sổ độc đáo và phức tạp.
- **00:57**: Thiết kế nội thất sân vườn (Interior Gaden Design), cho phép bạn xây dựng cấu trúc sân vườn, thêm các yếu tố trang trí như cột, dầm, và tạo ra không gian sống ngoài trời hoàn chỉnh.",Completed,Completed
"Video Demo Thiết Kế Phòng Tắm",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=_uER3HLR5Zk,"Chào mừng quý khách đến với Jega Việt Nam!

Video này minh họa chi tiết quy trình thiết kế phòng tắm theo yêu cầu của quý khách. Jega Việt Nam tự hào mang đến giải pháp tối ưu, giúp quý khách dễ dàng tùy chỉnh không gian sống, từ việc tạo mặt bằng, sắp xếp bố cục tủ, đến lựa chọn vật liệu và xuất bản vẽ kỹ thuật chi tiết.

Dưới đây là các nội dung chính được trình bày trong video:

*   **00:09**: Tùy ý tạo một mặt bằng phòng tắm cơ bản với các kích thước và vị trí cửa, cửa sổ theo ý muốn.
*   **00:29**: Tinh chỉnh các hệ tủ chức năng như tủ lavabo, tủ để máy giặt, tủ treo tường, tối ưu không gian lưu trữ và sắp xếp.
*   **00:45**: Lắp đặt chậu rửa và vòi nước, đảm bảo tính thẩm mỹ và công năng sử dụng.
*   **00:51**: Điều chỉnh độ cao của hệ tủ và tạo các mặt bàn phù hợp với nhu cầu.
*   **00:56**: Thay đổi phong cách và vật liệu cho toàn bộ không gian phòng tắm, từ gạch ốp tường đến các chi tiết tủ, để tạo nên một thiết kế hài hòa.
*   **01:05**: Trang trí thêm với đồ decor như gương, đèn và cây xanh, hoàn thiện không gian sống động và tiện nghi.
*   **01:19**: Tùy chỉnh phòng tắm đứng, bao gồm lựa chọn kính, khung và các phụ kiện đi kèm.
*   **01:51**: Xuất bản vẽ về CAD và báo giá chi tiết, giúp quý khách dễ dàng quản lý dự án và đưa ra quyết định cuối cùng.",Completed,Completed
"Video Demo Thiết Kế Tường Và Trần Nhà",JEGA CLOUD DESIGN,https://www.youtube.com/watch?v=eLSMXWT59os,"Jega Việt Nam hân hạnh giới thiệu giải pháp thiết kế nội thất toàn diện, giúp bạn dễ dàng hiện thực hóa mọi ý tưởng cho không gian sống mơ ước. Với công cụ thiết kế mạnh mẽ, bạn có thể nhanh chóng tạo ra các bản vẽ trần và tường tùy chỉnh, từ đó biến hóa không gian nội thất trở nên độc đáo và sang trọng. Hơn thế nữa, hệ thống còn hỗ trợ xuất bản vẽ CAD và báo giá chi tiết, giúp bạn tối ưu hóa quy trình làm việc và quản lý dự án hiệu quả.

Dưới đây là các nội dung chính của video, cùng thời điểm bắt đầu để bạn tiện theo dõi:

- **00:09**: Tải sơ đồ tầng CAD.
- **00:23**: Thiết kế trần chìm với đèn chiếu sáng.
- **00:35**: Thiết kế tấm ốp tường.
- **01:24**: Xuất bản vẽ CAD và báo giá.",Completed,Completed
